year_week,CPALTT01USM657N,VIXCLS,DGS10,AAA10Y,BAMLH0A0HYM2EY,GEPUCURRENT,DGS3MO,acwi_log_diff,std_5_acwi_log_diff,mean_5_acwi_log_diff,std_15_acwi_log_diff,mean_15_acwi_log_diff,pmi_us_gt_50_up,pmi_us_gt_50_down,pmi_us_lt_50_up,pmi_us_lt_50_down,BAMLEMCBPIOAS,USTREASURY/HQMYC_10.0-20.0,USTREASURY/YIELD_10 YR-20 YR,dxy_log_diff,std_5_dxy_log_diff,mean_5_dxy_log_diff,std_15_dxy_log_diff,mean_15_dxy_log_diff
1998-15,0.184956843403215,20.76,5.59,1.06,8.59,78.90480318073615,5.05,-3.422528221941951e-05,0.2628257704575615,0.2628257704575615,0.2565019707334222,0.2565019707334222,,,,,,,-0.3600000000000003,-0.006185792447107018,-0.6140359749659234,-0.6140359749659234,0.19851613840418106,0.19851613840418106
1998-16,0.184956843403215,21.97,5.67,1.05,8.61,78.90480318073615,5.08,-0.009871386300723399,0.2187372973851513,0.2187372973851513,-0.318151079068534,-0.318151079068534,,,,,,,-0.34999999999999964,-0.005418979643147773,-0.5418854742864421,-0.5418854742864421,-0.018853905418813384,-0.018853905418813384
1998-17,0.184615384615393,19.34,5.67,1.04,8.79,85.10059394586342,5.02,0.006763416204077578,0.5600241168567953,0.5600241168567953,0.7672965499476608,0.7672965499476608,0.0,1.0,0.0,0.0,,-0.45999999999999996,-0.34999999999999964,-0.0006039255342086656,-0.06507237390259302,-0.06507237390259302,-0.9861752667303946,-0.9861752667303946
1998-18,0.184615384615393,20.57,5.71,1.03,8.79,85.10059394586342,5.14,-0.00863938741529688,-0.39030419473486566,-0.39030419473486566,-0.05403680689522249,-0.05403680689522249,,,,,,,-0.33999999999999986,-0.0027221874954059103,0.05158966283391335,0.05158966283391335,0.07336614667346086,0.07336614667346086
1998-19,0.184615384615393,20.44,5.68,1.06,8.83,85.10059394586342,5.18,-0.003442012483151434,-1.067158592795093,-1.067158592795093,-0.23610675562629027,-0.23610675562629027,,,,,,,-0.3700000000000001,0.008745092672762411,0.11636015836136339,0.11636015836136339,0.0764408533870178,0.0764408533870178
1998-20,0.184615384615393,18.99,5.64,1.04,8.82,85.10059394586342,5.22,0.007811262725612817,1.0386257790370486,1.0386257790370486,-0.34835561637570467,-0.34835561637570467,,,,,,,-0.35000000000000053,-0.008442261196163476,0.9270318764857938,0.9270318764857938,0.2698832438680242,0.2698832438680242
1998-21,0.184615384615393,21.32,5.56,1.03,8.79,85.10059394586342,5.03,-0.022803685700247493,0.09104096377073265,0.09104096377073265,0.17794713511270818,0.17794713511270818,,,,,,,-0.34000000000000075,0.014031098098729686,-0.08354742766515703,-0.08354742766515703,0.038647652800079174,0.038647652800079174
1998-22,0.122850122850123,19.78,5.58,1.0,8.9,84.13155110445378,5.12,0.01305614932813306,-0.2512609646779443,-0.2512609646779443,0.16470852806330158,0.16470852806330158,0.0,0.0,0.0,1.0,,-0.4299999999999997,-0.3099999999999996,-0.003289640608061247,-0.6423953061742633,-0.6423953061742633,-0.07623006952618999,-0.07623006952618999
1998-23,0.122850122850123,22.78,5.43,1.04,8.86,84.13155110445378,5.13,-0.029630721390524795,0.7358045118021573,0.7358045118021573,0.055897746138199235,0.055897746138199235,,,,,,,-0.3200000000000003,0.015948037479984828,0.9280816495688562,0.9280816495688562,0.5273215080624857,0.5273215080624857
1998-24,0.122850122850123,21.92,5.47,1.04,8.92,84.13155110445378,5.17,0.013194260611345857,0.07996856105077421,0.07996856105077421,0.332428362788771,0.332428362788771,,,,,,,-0.3100000000000005,-0.01624763302823853,0.24841199668803252,0.24841199668803252,0.07727393310758804,0.07727393310758804
1998-25,0.122850122850123,19.36,5.46,1.06,8.9,84.13155110445378,5.01,0.01125854856807034,-0.7152130169542521,-0.7152130169542521,0.01471929025003561,0.01471929025003561,,,,,,,-0.28000000000000025,0.014181821462820099,-0.8985619913954,-0.8985619913954,-0.20800245965718525,-0.20800245965718525
1998-26,0.122699386503052,17.67,5.42,1.07,9.01,101.116409933308,5.07,0.023363995293238297,-0.009366037695373657,-0.009366037695373657,0.24679244211318868,0.24679244211318868,0.0,0.0,0.0,1.0,,-0.3799999999999999,-0.28000000000000025,0.0001969279250160914,-0.2620255067634852,-0.2620255067634852,-0.0550842088802592,-0.0550842088802592
1998-27,0.122699386503052,17.92,5.42,1.08,8.98,101.116409933308,5.06,0.003757585464231247,-0.74771151621664,-0.74771151621664,-0.1654730118440116,-0.1654730118440116,,,,,,,-0.3100000000000005,0.005106561229514465,0.09209731618454936,0.09209731618454936,-0.24849958875001532,-0.24849958875001532
1998-28,0.122699386503052,16.23,5.51,1.1,8.98,101.116409933308,5.14,0.0319081117114615,0.9849121554208278,0.9849121554208278,-0.06542790273572908,-0.06542790273572908,,,,,,,-0.33999999999999986,-0.014901346437105384,0.2763440361450672,0.2763440361450672,-0.05878461740512948,-0.05878461740512948
1998-29,0.122699386503052,23.01,5.45,1.11,8.94,101.116409933308,5.08,-0.03293805201296242,0.4709759848414378,0.4709759848414378,-0.1813082055187736,-0.1813082055187736,,,,,,,-0.33999999999999986,0.0011923689806979559,-0.5275305237554931,-0.5275305237554931,0.21089130612091447,0.21089130612091447
1998-30,0.12254901960786,24.8,5.5,1.1,9.06,114.56404748925912,5.1,-0.018502654690575125,-1.0172510407912103,-1.0172510407912103,0.376655366498509,0.376655366498509,0.0,0.0,1.0,0.0,,-0.41999999999999993,-0.3099999999999996,0.004359895927320278,0.34880041119958866,0.34880041119958866,-0.48166116060747566,-0.48166116060747566
1998-31,0.12254901960786,27.02,5.4,1.12,9.12,114.56404748925912,4.99,-0.03467130158225734,0.47605679468850876,0.47605679468850876,0.4239841430628859,0.4239841430628859,,,,,,,-0.3199999999999994,0.00345457580888985,-0.08853319225560784,-0.08853319225560784,-0.023343841914421865,-0.023343841914421865
1998-32,0.12254901960786,34.34,5.4,1.12,9.33,114.56404748925912,5.03,-0.03393075983423867,-0.050659669073164874,-0.050659669073164874,-0.0051652543700374766,-0.0051652543700374766,,,,,,,-0.2699999999999996,0.009121734573677518,0.09338970771397931,0.09338970771397931,0.40447291244754086,0.40447291244754086
1998-33,0.12254901960786,33.14,5.32,1.18,9.55,114.56404748925912,5.01,0.0009089106918690923,0.2751087001399006,0.2751087001399006,-0.5985569838794097,-0.5985569838794097,,,,,,,-0.2999999999999998,-0.0023460421317523152,-0.8782378845021009,-0.8782378845021009,-0.09150082270798515,-0.09150082270798515
1998-34,0.12254901960786,39.6,5.09,1.43,10.1,114.56404748925912,4.91,-0.051219834826896925,0.7739709520417358,0.7739709520417358,0.26299699389183334,0.26299699389183334,,,,,,,-0.41999999999999993,-0.01936819437107342,1.8194634014610092,1.8194634014610092,0.1536613325681204,0.1536613325681204
1998-35,0.122399020807818,43.31,5.02,1.42,10.48,142.27082062887104,4.86,-0.018720919134586306,-1.090699290451563,-1.090699290451563,0.5852791032221282,0.5852791032221282,0.0,0.0,0.0,1.0,,-0.45999999999999996,-0.4200000000000008,-0.020361554171158383,-0.11948715831295922,-0.11948715831295922,1.0336132938404134,1.0336132938404134
1998-36,0.122399020807818,43.74,4.85,1.57,10.62,142.27082062887104,4.87,0.015503641465298177,0.44534956035339923,0.44534956035339923,-0.3467142164934219,-0.3467142164934219,,,,,,,-0.5200000000000005,-0.01746320701547996,0.045767835743866093,0.045767835743866093,0.24342602907840283,0.24342602907840283
1998-37,0.122399020807818,38.63,4.7,1.67,10.59,142.27082062887104,4.63,-0.0018200114573719962,-0.12783510575379292,-0.12783510575379292,-0.5165142882931547,-0.5165142882931547,,,,,,,-0.6499999999999995,0.002173801383931538,-1.732715489108958,-1.732715489108958,-0.4992643474802691,-0.4992643474802691
1998-38,0.122399020807818,34.55,4.6,1.75,10.45,142.27082062887104,4.52,0.010239605480574262,0.06998255004766929,0.06998255004766929,-0.23039950096660913,-0.23039950096660913,,,,,,,-0.7000000000000002,-0.003418098516685173,0.3580809474875484,0.3580809474875484,-0.6191025115671726,-0.6191025115671726
1998-39,0.24449877750613,40.47,4.31,1.81,10.52,117.8474532316944,4.22,-0.05242113036360704,0.7081624178353015,0.7081624178353015,0.4790679779015288,0.4790679779015288,0.0,0.0,0.0,1.0,,-0.7400000000000002,-0.7400000000000002,-0.01053464762136551,0.6001520555225975,0.6001520555225975,-0.33260282206193115,-0.33260282206193115
1998-40,0.24449877750613,42.2,4.77,1.78,11.2,117.8474532316944,3.88,0.0071466820708956606,-1.1087206515111594,-1.1087206515111594,0.2412630145324489,0.2412630145324489,,,,,,,-0.7300000000000004,-0.024089879307799763,1.0258743491182802,1.0258743491182802,1.0990714676893374,1.0990714676893374
1998-41,0.24449877750613,34.82,4.44,1.96,11.31,117.8474532316944,3.65,0.07830736231647485,0.9418849322302217,0.9418849322302217,0.08515992225829641,0.08515992225829641,,,,,,,-0.8599999999999994,-0.009497157504461853,-0.4207465345052902,-0.4207465345052902,0.02126097202509558,0.02126097202509558
1998-42,0.24449877750613,32.27,4.7,1.82,11.14,117.8474532316944,3.97,0.012290601761020868,-1.5399364310985209,-1.5399364310985209,0.36012150301312035,0.36012150301312035,,,,,,,-0.7699999999999996,0.010248754683774015,-0.7530414148144803,-0.7530414148144803,-0.6143800950506065,-0.6143800950506065
1998-43,0.24449877750613,28.05,4.64,1.83,11.17,117.8474532316944,4.33,0.019981682025424462,0.6665162988048793,0.6665162988048793,-0.4593406126311184,-0.4593406126311184,,,,,,-0.8300000000000001,-0.7400000000000002,0.005458937827128412,-0.215681639786259,-0.215681639786259,-0.20798730499486445,-0.20798730499486445
1998-44,0.0,25.7,4.93,1.68,11.01,96.13817413817966,4.64,0.03419167109986173,-0.13509378093028024,-0.13509378093028024,-0.10952341459583867,-0.10952341459583867,0.0,0.0,0.0,1.0,,,-0.7000000000000002,0.011357124673073824,0.46712327669112513,0.46712327669112513,-0.13099456195982873,-0.13099456195982873
1998-45,0.0,29.03,4.82,1.6,10.67,96.13817413817966,4.47,-0.020925072073269775,-0.507256478492337,-0.507256478492337,-0.1800712520125349,-0.1800712520125349,,,,,,,-0.6399999999999997,0.010394340001827216,-1.023773494291145,-1.023773494291145,0.4127763200113509,0.4127763200113509
1998-46,0.0,22.47,4.82,1.49,10.41,96.13817413817966,4.46,0.042517475686590915,0.8297486865273689,0.8297486865273689,-0.35291621557686303,-0.35291621557686303,,,,,,,-0.6200000000000001,0.0007308796984191592,0.9612520334178015,0.9612520334178015,-0.09898307598502891,-0.09898307598502891
1998-47,0.0,22.09,4.81,1.44,10.31,96.13817413817966,4.55,0.021413526365480415,-1.081298559146992,-1.081298559146992,0.6819987994740182,0.6819987994740182,,,,,,,-0.6100000000000003,0.010589799960657703,-0.6485807279093564,-0.6485807279093564,-0.28528737478163857,-0.28528737478163857
1998-48,-0.0609756097561058,25.31,4.62,1.6,10.28,91.2652814849018,4.48,-0.02250592205930117,0.40141781831232465,0.40141781831232465,-0.4806966746638903,-0.4806966746638903,0.0,0.0,0.0,1.0,,-0.7400000000000002,-0.7199999999999998,-0.020027789481038956,1.0903584301926992,1.0903584301926992,0.22410338918785574,0.22410338918785574
1998-49,-0.0609756097561058,27.72,4.61,1.59,10.34,91.2652814849018,4.5,-0.003107387821914019,-0.09828163952984596,-0.09828163952984596,-0.4523003379605899,-0.4523003379605899,,,,,,,-0.6999999999999993,-0.015181564471743519,0.15301955781864224,0.15301955781864224,0.34974185600365204,0.34974185600365204
1998-50,-0.0609756097561058,25.04,4.58,1.6,10.4,91.2652814849018,4.49,0.01542611903736948,0.8264735068490733,0.8264735068490733,-0.23693866329344596,-0.23693866329344596,,,,,,,-0.7400000000000002,0.0059727140012114715,-0.5571790161574224,-0.5571790161574224,-0.26304839704435184,-0.26304839704435184
1998-51,-0.0609756097561058,21.48,4.86,1.51,10.45,91.2652814849018,4.57,0.026163902760455743,-0.3461728678308838,-0.3461728678308838,0.8094759283965238,0.8094759283965238,,,,,,,-0.6899999999999995,0.008998102313798339,-0.3250499333020888,-0.3250499333020888,-0.3548497152833368,-0.3548497152833368
1998-52,-0.0609756097561058,24.42,4.65,1.58,10.53,91.2652814849018,4.48,0.008521353900586615,-0.4189053136097853,-0.4189053136097853,0.2549266186257011,0.2549266186257011,,,,,9.08,-0.7299999999999995,-0.7399999999999993,-0.007616666463695306,-0.1160912319090573,-0.1160912319090573,-0.21242924554287906,-0.21242924554287906
1999-00,0.244051250762677,24.42,4.65,1.58,10.53,96.68657809751411,4.48,0.0,-0.3101107554982428,-0.3101107554982428,-0.016604361445657582,-0.016604361445657582,1.0,0.0,0.0,0.0,,,,,,,,
1999-01,0.244051250762677,23.28,4.86,1.48,10.47,96.68657809751411,4.48,0.03547367209483179,1.2383451520512516,1.2383451520512516,-0.07686771944622824,-0.07686771944622824,,,,,8.83,,-0.71,0.0019096122925873439,0.6210900201041718,0.6210900201041718,-0.017891067210636113,-0.017891067210636113
1999-02,0.244051250762677,29.24,4.66,1.56,10.53,96.68657809751411,4.44,-0.03291566798851608,0.18400058444142636,0.18400058444142636,-0.15330324365408496,-0.15330324365408496,,,,,10.46,,-0.7699999999999996,0.003913899321136315,-0.42329895350799596,-0.42329895350799596,0.08066164812788183,0.08066164812788183
1999-03,0.244051250762677,31.95,4.64,1.53,10.45,96.68657809751411,4.36,-0.010371074752537984,-0.39087168432128944,-0.39087168432128944,-0.050774114170868904,-0.050774114170868904,,,,,10.23,,-0.7400000000000002,-0.0006336466575936228,-1.2215364611145019,-1.2215364611145019,-0.025159787017296285,-0.025159787017296285
1999-04,0.244051250762677,26.25,4.66,1.5,10.38,96.68657809751411,4.48,0.026840485216216712,-0.18350194685964147,-0.18350194685964147,-0.3831147094001094,-0.3831147094001094,,,,,9.94,,-0.6899999999999995,0.014889653293626206,1.8672042578534933,1.8672042578534933,0.21249913548707683,0.21249913548707683
1999-05,0.121728545343868,29.67,4.94,1.46,10.51,80.48334149157729,4.5,-0.022054299704750053,0.1493666521728904,0.1493666521728904,-0.2004951860982425,-0.2004951860982425,1.0,0.0,0.0,0.0,9.55,-0.7199999999999998,-0.6699999999999999,0.0014560584995794723,-0.8633845557545836,-0.8633845557545836,0.18858064009171047,0.18858064009171047
1999-06,0.121728545343868,29.76,5.06,1.32,10.52,80.48334149157729,4.54,-0.007311737748903602,-0.11998867628067421,-0.11998867628067421,0.41971130767212667,0.41971130767212667,,,,,9.39,,-0.7000000000000002,0.0009349193014653176,0.07437434030245192,0.07437434030245192,-0.23803998044787827,-0.23803998044787827
1999-07,0.121728545343868,29.3,5.07,1.33,10.53,80.48334149157729,4.56,-0.002973101748125807,-0.9870228996068187,-0.9870228996068187,-0.020169631063573345,-0.020169631063573345,,,,,9.14,,-0.6399999999999997,0.0201466368015626,0.6692841639527704,0.6692841639527704,0.26969093727723664,0.26969093727723664
1999-08,0.121728545343868,27.88,5.29,1.3,10.7,80.48334149157729,4.66,0.005635088437317183,0.46628754046248766,0.46628754046248766,-0.48700940399599046,-0.48700940399599046,,,,,9.07,,-0.5599999999999996,0.004467466055460992,-0.8591358625577888,-0.8591358625577888,0.45933485122588213,0.45933485122588213
1999-09,0.303951367781164,24.08,5.34,1.32,10.81,64.85244483675415,4.63,0.0164633539046467,0.8504495639062498,0.8504495639062498,0.12443701042100251,0.12443701042100251,1.0,0.0,0.0,0.0,8.74,-0.5999999999999996,-0.5700000000000003,0.015381052158016334,0.6708911933550866,0.6708911933550866,0.03077673489291829,0.03077673489291829
1999-10,0.303951367781164,24.84,5.16,1.42,10.7,64.85244483675415,4.6,0.024321620782929244,-0.3111958241358057,-0.3111958241358057,0.6209499198031191,0.6209499198031191,,,,,8.63,,-0.6600000000000001,-0.011135190543006738,0.11230063203505974,0.11230063203505974,-0.6197059046192651,-0.6197059046192651
1999-11,0.303951367781164,24.32,5.17,1.41,10.64,64.85244483675415,4.51,0.010819099503558331,-1.5614314835786751,-1.5614314835786751,0.3582842603889361,0.3582842603889361,,,,,8.23,,-0.6500000000000004,-0.0008073469002461549,-0.8598699370523625,-0.8598699370523625,0.0038616667828040387,0.0038616667828040387
1999-12,0.303951367781164,24.04,5.21,1.46,10.63,64.85244483675415,4.51,-0.020372519391137166,1.6207560654543534,1.6207560654543534,-0.7898562995726536,-0.7898562995726536,,,,,8.01,,-0.6900000000000004,0.01144361012661174,0.8976951159459394,0.8976951159459394,-0.24015735999004414,-0.24015735999004414
1999-13,0.727272727272714,22.06,5.2,1.48,10.6,63.05656563560434,4.43,0.016811942921007152,-1.2192685360414066,-1.2192685360414066,-0.24325245948415705,-0.24325245948415705,1.0,0.0,0.0,0.0,7.22,-0.5599999999999996,-0.6799999999999997,9.980537959276919e-05,-1.038900874497738,-1.038900874497738,0.39222446766812447,0.39222446766812447
1999-14,0.727272727272714,21.77,5.05,1.49,10.43,63.05656563560434,4.42,0.03422972500755161,1.431743615927909,1.431743615927909,0.71948498082809,0.71948498082809,,,,,6.82,,-0.6800000000000006,-0.0013981825907054774,0.5330705011910224,0.5330705011910224,-0.21118887546835555,-0.21118887546835555
1999-15,0.727272727272714,23.9,5.23,1.42,10.37,63.05656563560434,4.34,-0.00853298131157351,-0.5775156962480138,-0.5775156962480138,-0.05106938379800729,-0.05106938379800729,,,,,6.4,,-0.6199999999999992,0.00019986009859659473,-0.38745762176244153,-0.38745762176244153,-0.7915771531922512,-0.7915771531922512
1999-16,0.727272727272714,22.76,5.26,1.43,10.35,63.05656563560434,4.43,0.013742367256245763,0.5553141599209047,0.5553141599209047,-0.5083058364826295,-0.5083058364826295,,,,,6.3,,-0.6100000000000003,0.007862692908088314,0.18486609154498018,0.18486609154498018,0.48618785975213663,0.48618785975213663
1999-17,0.0,25.07,5.36,1.42,10.23,70.3842316695342,4.55,-0.003692545161327438,-0.6779851520341524,-0.6779851520341524,-0.0012694732391008968,-0.0012694732391008968,1.0,0.0,0.0,0.0,6.13,-0.5900000000000007,-0.5800000000000001,0.001287957774515288,-0.4823025604468097,-0.4823025604468097,0.052797204991960986,0.052797204991960986
1999-18,0.0,25.36,5.54,1.38,10.28,70.3842316695342,4.62,0.0061961145596364725,-0.751056265665551,-0.751056265665551,-0.008963991353551904,-0.008963991353551904,,,,,5.93,,-0.5599999999999996,-0.01005033585350145,1.390714279386217,1.390714279386217,0.08363356778652757,0.08363356778652757
1999-19,0.0,26.86,5.62,1.36,10.41,70.3842316695342,4.64,-0.013355944099704201,0.9551679647292383,0.9551679647292383,-0.6788792529381003,-0.6788792529381003,,,,,6.0,,-0.54,0.009357026263010321,-0.3215633490259635,-0.3215633490259635,0.05331616995883249,0.05331616995883249
1999-20,0.0,24.4,5.52,1.44,10.48,70.3842316695342,4.61,-0.008519475747920712,-0.9193833160895948,-0.9193833160895948,0.68813235344036,0.68813235344036,,,,,6.53,,-0.5600000000000005,0.007009951201195153,-0.2587302386548832,-0.2587302386548832,0.16963324973918936,0.16963324973918936
1999-21,0.0,25.39,5.64,1.38,10.59,70.3842316695342,4.66,-0.0221287107203837,0.9962724225431044,0.9962724225431044,0.6055788507138568,0.6055788507138568,,,,,6.45,,-0.5100000000000007,0.008523196343346815,0.32052251359696365,0.32052251359696365,0.18727423370366866,0.18727423370366866
1999-22,0.0,23.43,5.82,1.33,10.69,71.51921396890603,4.57,0.018719847834716273,0.015268941057564213,0.015268941057564213,-0.436952356039529,-0.436952356039529,1.0,0.0,0.0,0.0,6.21,-0.5,-0.45999999999999996,0.0013647886696323257,-0.3124317808805633,-0.3124317808805633,-0.04157024114087681,-0.04157024114087681
1999-23,0.0,25.9,6.02,1.31,10.78,71.51921396890603,4.74,0.0048647803448657245,-1.287319038989303,-1.287319038989303,0.009018589585351065,0.009018589585351065,,,,,5.99,,-0.4500000000000002,-0.01620462662368316,0.731246335229032,0.731246335229032,-0.13557295455152027,-0.13557295455152027
1999-24,0.0,21.75,5.84,1.34,10.74,71.51921396890603,4.69,0.020042006529657198,1.7447767273151435,1.7447767273151435,0.13010421792464355,0.13010421792464355,,,,,5.99,,-0.45999999999999996,0.012886903049589156,-0.9693166407618876,-0.9693166407618876,-0.07952280006046128,-0.07952280006046128
1999-25,0.0,21.76,6.02,1.36,10.78,71.51921396890603,4.8,-0.014277056520594012,-0.24959117391640318,-0.24959117391640318,-0.3348013664035994,-0.3348013664035994,,,,,5.83,,-0.47000000000000064,-0.0002932694678627083,0.12323083938192876,0.12323083938192876,0.05496102231593833,0.05496102231593833
1999-26,0.300842358604085,18.66,5.82,1.36,10.78,72.2584025376971,4.69,0.03804209470072415,0.37147854588937085,0.37147854588937085,0.35459774129098304,0.35459774129098304,0.0,1.0,0.0,0.0,5.87,-0.3699999999999992,-0.47999999999999954,0.011760839257095769,0.11974585512525084,0.11974585512525084,-0.30074742097882473,-0.30074742097882473
